CustomerID,Gender,Age,Tenure,MonthlyCharges,TotalCharges,PaymentMethod,Churn,ServiceUsage1,ServiceUsage2,ServiceUsage3
CUST0191,Male,61.45642541787056,22.63507374778574,37.03703305683919,2710.82881012472,Credit Card,Yes,15.7343634568633,31.98520221799867,162.9676960374368
CUST0158,Female,52.16482169768076,70.04088341847115,140.2871665339124,7405.395586104053,Bank Transfer,Yes,32.04434025408126,15.22130438523435,82.17863968143953
CUST0177,Female,47.20817574676062,1.982882589361123,124.9110316169455,4663.915273782668,Credit Card,No,27.26650917060284,36.76483123673157,88.11927501509093
CUST0133,Male,19.17828583826615,38.82118076360141,112.8484241144638,3720.83083579745,Credit Card,Yes,43.46618444403116,20.7750482551223,142.1561850227652
CUST0186,Male,59.46750754830788,50.19652896818908,122.8479246349074,8063.387729728117,Cash,No,106.0492988496335,1.759799681393106,198.5849839182793
CUST0199,Male,24.25091132741442,43.36518804228861,138.2446900251182,3554.535420518523,PayPal,Yes,64.38154798824522,15.25187079009277,118.3495983918659
CUST0112,Male,66.70359979513516,9.545494077416237,103.6207456726089,8597.037289754378,Cash,No,51.32815356391844,18.01070927570085,14.87862648184178
CUST0037,Male,66.54770716136804,24.53341673414401,26.575675841208,9506.490450722276,Credit Card,No,99.73687131182643,29.93942432947017,156.8871457639161
CUST0193,Female,68.98008947538654,66.90246366085816,120.4096981649828,4782.950542673762,PayPal,No,89.08451955104388,49.4123637944977,28.2202671484686
CUST0036,Female,58.57930545694104,43.88310825313634,90.59534748469719,5530.629450513498,Bank Transfer,No,45.82920686554711,14.13809928706009,64.32886335957517
CUST0015,Male,46.21060613688804,26.90733986232103,138.6987248865206,8629.44290266992,PayPal,No,53.6921497770064,38.20597000811326,185.9945078466508
CUST0094,Male,33.49672255702544,5.148337109314374,49.66047602565682,10770.23940241435,Cash,No,7.191180707919603,10.57173753842253,45.64197252862855
CUST0177,Female,42.84755407301871,1.957081376342716,134.4960913382797,4795.424230623032,Credit Card,No,29.0968749992504,36.11064987452404,83.45012868896586
CUST0187,Male,47.80673809086192,51.64746796155613,124.0725404860693,6184.372766793971,Cash,No,86.50353627506114,30.56629370133325,193.9625254420531
CUST0033,Female,44.18531696169669,28.22550657841815,106.7154389285911,3978.63064701897,Cash,Yes,69.97264339602096,45.99423002047956,121.4788458153037
CUST0107,Male,40.57158268507254,47.47145082498292,26.1902617106947,6935.506163074295,Credit Card,No,4.252076142368874,42.77008810291011,147.340592512252
CUST0059,Female,34.94620646869658,49.49209115920159,42.57566560758936,280.5823208900392,Cash,Yes,70.16877056813036,31.41537194001898,29.08419504077233
CUST0142,Female,18.15938852175687,53.05364474325384,31.7886382428503,1829.099483128526,Credit Card,No,66.63615395924454,26.89708687577375,116.6538254341903
CUST0158,Female,54.43882970106744,68.47273311959353,137.7681137793207,7696.126184824361,Bank Transfer,Yes,31.10980356386002,16.23031293596814,85.69640083596077
CUST0003,Female,23.14641303681697,39.17769245811983,70.32612159223893,3179.926910167008,Bank Transfer,No,68.42111643445173,0.0,166.0949980382761
CUST0022,Female,55.42275002746161,47.59723169081802,73.02997933611731,2551.753665609266,Bank Transfer,No,80.24329866771856,12.61877585678533,81.76882111237148
CUST0070,Female,62.13673076369376,35.56049442255885,86.66875283875451,4707.707898373406,Bank Transfer,No,54.15921017121453,45.1099554356185,170.679222284473
CUST0023,Female,61.73535036991115,31.41493121785136,65.85382192927119,9473.49482096408,Credit Card,No,67.28448950645274,33.5915978193685,186.7554238554884
CUST0140,Male,61.19766159041151,10.10011390438114,72.95161666471205,2039.682907423237,Cash,Yes,70.40132358748954,36.45730387780603,23.1881831136201
CUST0170,Male,44.48990195844674,49.59932281133264,79.21571168303832,5845.197452926087,PayPal,Yes,33.89238776593527,41.57648693256178,165.173591272881
CUST0137,Female,26.75513135401451,4.866235021782076,46.92228719227673,9779.01333342622,PayPal,Yes,89.42515180028357,43.64526723631079,161.0315128636694
CUST0084,Female,27.73349849905524,54.92222762426038,34.04772950460057,2881.046404747176,PayPal,No,88.89404774259559,38.81366343289353,72.85240665361096
CUST0066,Female,68.91511477614168,54.37937912690608,79.34670295339245,8123.028461321936,Bank Transfer,No,89.24444213184235,16.31896886644627,100.1892960208071
CUST0177,Female,44.44538812293737,1.922009443837252,123.4873694083294,4737.439869340722,Credit Card,No,25.5073033535262,39.03608419951659,78.09346765852528
CUST0142,Female,21.54374512267355,55.06858554566465,29.40971320158558,1789.09843495878,Credit Card,No,60.13443351014647,27.12278215133811,102.5668972926978
CUST0014,Female,35.91195069938041,24.67219299277042,85.25704993688883,10874.62244905881,PayPal,No,8.30503693947861,3.784098116752679,91.41724639466307
CUST0040,Male,24.11814871586608,2.154080059359092,111.9406010119443,6607.962753509823,Bank Transfer,No,37.25976383115346,10.11827350364252,202.5343744137963
CUST0072,Female,32.12898055030655,47.70964858226792,57.96361216017609,2552.022014278479,Credit Card,No,23.72171124695187,5.786547952351153,157.2820893565989
CUST0185,Female,47.07771203572527,64.32653116810319,120.6453506605493,8766.573055284987,Bank Transfer,No,30.91285469017389,31.84304550323301,45.7952247635538
CUST0140,Male,63.33631553643389,9.75986502805037,75.80432212695231,1841.215218821822,Cash,Yes,65.6700984007406,33.1511848079,21.75006467027089
CUST0045,Male,65.38361672371632,39.12633589352087,85.43674052138182,9175.059781316764,Credit Card,Yes,89.08886747438909,15.5932231892547,182.4122722772113
CUST0132,Female,24.14416328010806,41.08389640356759,136.6788129284022,6246.52572976501,Cash,No,5.779922244805076,35.29464467888813,178.9047820814814
CUST0046,Male,26.9738268427935,53.93897671422045,21.89560379587301,718.0284357477948,Credit Card,No,38.73239299115934,41.60661797491385,109.850028705867
CUST0197,Male,49.42881868477545,65.56365752790845,129.4482944395718,4504.844511019242,PayPal,No,20.59707906559705,42.40093502318425,57.91384694094081
CUST0018,Male,31.27358664122459,66.58352661946637,88.74918606618861,7743.890010722001,PayPal,Yes,46.57292506290454,38.35909895319901,61.18668863118953
CUST0073,Male,22.09347085872115,38.47510515503252,123.3453690569016,7834.018362912156,Credit Card,Yes,26.36361854941101,21.77035765232402,148.6831439334335
CUST0077,Male,69.93711122935372,45.80484319624188,27.32966039419215,4989.200440204555,Bank Transfer,No,54.43041230272677,36.23214611956745,100.2214540324127
CUST0087,Male,42.38081742244639,4.123984826433842,65.30373500119725,4724.962514622089,Cash,Yes,87.44228995339448,19.35434732589196,106.6862379869401
CUST0081,Male,25.54197704278004,52.52363768816987,80.1075781040655,4296.287457628499,Bank Transfer,No,44.75628020061949,14.61931745697128,143.6918708719076
CUST0016,Male,60.8594883274169,29.21713506646018,67.5986789623093,6688.036919556913,Cash,No,102.4633737448699,24.81137422979566,103.7955707370703
CUST0074,Male,36.00945473560642,30.26223541049893,49.62675077280934,6761.659264803612,PayPal,No,41.9871597216441,11.9903343350855,5.284059624112687
CUST0072,Female,33.26862246937738,58.73930178670888,54.47822334516971,2476.588891139315,Credit Card,No,24.03022472659721,6.421588698366076,136.6463484213925
CUST0030,Female,23.93244002487798,15.85049525597814,105.0793966258165,4392.81060251863,Cash,Yes,46.20917928410503,19.06489022507723,177.2742459444086
CUST0055,Male,51.81393079438967,62.73715783997049,67.1781920650579,2572.545513649601,Cash,No,58.05489473621754,30.71223291413582,155.8313872510964
CUST0051,Female,44.96911303804097,35.68169725118276,38.84378410495673,6543.194803223366,Cash,No,74.2659666493808,36.40924195178629,17.24365287982994
CUST0014,Female,33.87746633879964,26.35615788916454,82.0285799998368,9443.717390524282,PayPal,No,8.01414632069624,3.828982643618834,101.0630646197116
CUST0186,Male,61.23533379943346,54.86823016990796,135.812454496684,7933.21091337585,Cash,No,95.7716863368872,2.129384630617189,203.2936345399494
CUST0108,Female,34.29354268241586,13.62129371727005,129.072325894452,7202.325995520765,PayPal,No,55.4068163332296,13.1262579389453,185.6524110683991
CUST0116,Male,53.66714220660072,0.9404653810045969,75.61566174040988,5336.393370400666,Cash,No,1.04162822090644,15.48361060144601,22.84364061274772
CUST0111,Female,28.58198305096765,10.62323379846282,24.96244377973394,8919.991422183764,Credit Card,No,83.07433672598364,18.0478251664951,54.76602423342582
CUST0127,Female,55.05668085573446,0.9509803443299328,121.5580260559103,2234.82559057038,PayPal,No,78.90316615917155,19.89032908361266,177.1787729710217
CUST0182,Female,70.09919377980536,38.73466435478363,106.7976199994575,10553.75104612453,Bank Transfer,No,33.79599868517143,33.08018147420272,186.9397308784169
CUST0166,Female,21.04893737543716,46.64471477598493,97.82642041731337,5664.097313284477,PayPal,No,76.12297619372116,32.08771560503656,164.1633074860185
CUST0026,Female,27.75569699420444,42.0070765252529,111.8666874602397,8234.027465882033,Credit Card,No,103.7990650503259,5.909409483473039,89.59400244104319
CUST0075,Male,59.95882241150766,64.90885091034329,82.79952092366894,7768.001420212139,Credit Card,No,28.2024960440242,31.34736676184378,173.6565684301296
CUST0133,Male,21.02913325627465,42.00731579958914,111.398027399454,3846.073352585665,Credit Card,Yes,46.8894522520437,23.16352893625376,135.2508505166472
CUST0153,Male,63.9521942134934,14.48589894130779,100.2585309138009,4933.707916479578,Bank Transfer,No,78.0589462804562,38.36822752032262,173.0058723331959
CUST0166,Female,19.55248980191607,45.23866608875201,102.6926564911532,5919.309105392043,PayPal,No,77.21308277179976,38.26862333716412,178.2465385724302
CUST0157,Male,65.65754528446122,21.90369830535702,146.1896555566902,2519.091802024185,Bank Transfer,No,58.81310843159178,10.46206678289785,178.7751872852059
CUST0009,Male,26.14129254683752,48.11884048029106,94.08590938528512,1767.827589909336,Bank Transfer,No,20.16060151575521,27.28357932956802,44.05021329748691
CUST0015,Male,52.69764759542854,27.46886753601471,134.5929039859454,8401.275670560506,PayPal,No,51.2750789017816,38.67724413100708,179.0877493904572
CUST0095,Female,44.33398209755418,4.025457262122934,139.751123422862,4443.598926860052,Cash,No,57.2542191982587,43.98461687897786,115.2416821667519
CUST0139,Female,66.37141715156677,51.21165412513041,82.77706795370202,2421.097613681166,Credit Card,No,70.39345836777406,42.5172281827963,78.52264884917975
CUST0149,Female,40.04901626573593,71.2567017963784,154.9392852200552,6970.347510128109,Credit Card,No,19.8268884100701,30.247907993936,172.5247116148682
CUST0137,Female,25.44288525876974,4.764217937397428,49.46230834298774,9477.801516542302,PayPal,Yes,77.39291812942008,43.25014759801454,173.0335876579712
CUST0190,Male,57.20317918081358,60.84509343179917,86.00773840476883,1070.986601023231,Credit Card,No,45.34302439246116,6.831566304161048,96.82607176480832
CUST0008,Female,44.21063022649068,65.07396928755449,120.7804732481115,3239.548720974913,Bank Transfer,No,77.20621630800592,13.33655125026604,47.46846434977397
CUST0140,Male,57.96684765483386,9.865387884460914,75.88060029286484,2040.031022464831,Cash,Yes,60.37215237746641,36.4165901012151,25.49091922328542
CUST0082,Male,25.2354256875275,23.36204016442703,107.3575702377447,7555.245884938122,Credit Card,Yes,11.1701692363675,50.42127597701015,40.51325097707275
CUST0183,Male,66.5651689260579,6.233168514276432,49.14862031028751,1766.546686299881,Credit Card,No,60.01428977868024,45.00752935594323,98.45756789065817
CUST0141,Male,37.3860083042323,61.81175395489494,83.90395149400305,7976.505618114226,Bank Transfer,No,11.66529221347589,10.96945099491783,69.94572173285908
CUST0161,Male,31.21212438501559,47.11604793764677,57.90066311839146,1060.294591657619,Cash,No,74.34771290486702,3.081671473272993,140.1152634532389
CUST0171,Female,54.28751481843953,61.28977252359962,101.933471958084,1694.037661871607,Bank Transfer,No,15.87675437231732,21.62217479353194,43.87323596193446
CUST0093,Male,54.12439240392261,17.6136837894067,56.60861033170445,5932.783260003234,Cash,No,56.97997932826058,10.12246790313561,142.51436028414
CUST0162,Female,45.03642398079347,35.31243367822392,66.22665907102623,1078.813060370581,Cash,No,79.56394034437874,25.48467673369251,90.96716592678656
CUST0057,Male,60.53542799442785,49.41815053538247,112.1563690550074,4473.991575425519,Credit Card,Yes,22.20305070664276,5.294158260427773,107.069571501277
CUST0077,Male,62.28518775739176,48.92828951298701,26.55198626802773,4470.223790379202,Bank Transfer,No,55.63760919585584,33.61212317118938,104.7480832827334
CUST0052,Male,39.95749406176408,41.44045037333251,76.89699076888566,3131.240732917794,Bank Transfer,No,18.42487033450142,3.889259248613725,102.5799844598712
CUST0050,Female,42.65594786513788,31.84570790894061,38.24103322155562,2778.018502559731,Cash,No,78.38882974013005,41.35951570080621,41.11875155126707
CUST0073,Male,19.54045267733177,39.36069756995379,137.7767561730028,7746.100015426763,Credit Card,Yes,25.81640800097116,22.09291436646958,165.5606141083513
CUST0150,Female,52.01763076330734,19.89460976675678,28.65430146597393,6549.050214440844,Credit Card,No,31.92159309575197,18.82421683261333,81.68541731312722
CUST0035,Female,58.90236644114195,3.748861117418602,123.9289649652853,4355.067719500028,PayPal,No,80.90645435731518,32.2066933334434,104.951156345316
CUST0144,Male,59.06359024452671,32.50549194530906,91.17997330118439,8676.55760804593,Cash,No,14.55756286654499,24.92601220984272,135.9970944032324
CUST0172,Female,20.9173306369646,52.50388601346081,93.04836002773432,4341.995813458948,PayPal,No,83.45585427044645,48.39763969973294,170.3858608947107
CUST0070,Female,69.43908607338085,36.00660102819072,81.30243629255195,4846.892754660857,Bank Transfer,No,55.51515122937074,41.96167202325591,164.2517428063269
CUST0122,Male,56.28461715975516,46.2211895530962,43.24245900105089,9170.929938392133,PayPal,Yes,7.208762606531441,17.52690502056607,9.522337344476986
CUST0134,Female,29.69627198525537,52.48964407756365,21.34842619842513,4674.136916304181,PayPal,No,81.19362637333958,16.78303986854281,189.6691306691338
CUST0178,Male,35.47496884590369,38.87344525966342,32.88780120826747,9396.619974148327,Cash,Yes,7.682257996032672,38.73457243843385,180.3634348053146
CUST0119,Male,68.15075194185307,53.57149346075,91.39043659434347,7625.070842296321,PayPal,Yes,9.098800268596065,43.91010730291243,146.3606169071123
CUST0135,Female,20.29105699191045,27.06150385610344,32.81369437210144,3229.561168299997,PayPal,No,3.977633998708454,39.19611454843446,120.7381707281537
CUST0046,Male,25.67605132459644,52.43175298436525,20.78282628196335,683.0757282840232,Credit Card,No,39.07619465919175,37.07941509267548,113.053278548457
CUST0052,Male,39.82219380658456,37.82258860940046,71.1975868034485,3236.115753771931,Bank Transfer,No,16.45327416643243,3.894683420380511,99.51231903629068
CUST0053,Female,34.8871462441502,64.36196578785963,27.7181616985811,9913.68327222897,Bank Transfer,No,8.213758249010166,0.9815439536632312,157.1148490385363
CUST0124,Female,44.39250638544853,37.12139466308166,36.76188539222439,1936.705626833247,Bank Transfer,No,40.97422086558272,15.20355223801313,59.3578690167227
CUST0016,Male,63.40981397998839,30.631037304516,66.26798779065857,6436.924044951962,Cash,No,87.77146275286835,28.1014815960455,91.99015646571868
CUST0108,Female,34.99306092430236,18.12742518045401,130.1798345798752,7286.836153142877,PayPal,No,54.38851411870437,13.29808241929976,194.2477788805769
CUST0101,Male,45.00493577284828,71.06168370438608,78.13339737876213,7018.384362748315,Cash,No,63.43531444456607,40.61374743239205,166.6082480075368
CUST0180,Female,58.26991500364274,7.155432326073438,27.27791424395054,2053.057570449305,Cash,No,19.94909301380634,6.505621758091315,137.8041841196958
CUST0173,Female,51.48173033227317,4.088800643261252,122.7379011183651,1849.343404560031,PayPal,No,79.52445790244505,32.79334484338884,18.71206265256306
CUST0104,Female,45.39667938924266,27.73932984538845,72.19940939816593,3457.830889326669,Cash,No,64.30336023853305,1.053998248086022,148.0411461736628
CUST0066,Female,58.75089576698846,51.26136855796927,85.61752110485811,7710.005353379646,Bank Transfer,No,92.82435656412186,15.79526488673821,117.1746169646256
CUST0178,Male,43.70634229146512,38.91040012581657,34.674576554871,9549.551263719057,Cash,Yes,8.447672354969473,36.27630003404406,205.7136665220878
CUST0200,Female,68.92046573598023,33.3164129211243,125.2220502873635,2142.928779096869,PayPal,Yes,1.99111466735324,43.80199489521521,168.3654089842242
CUST0007,Male,20.05526143362315,1.958419167450555,113.7307655043602,4039.218881062435,Credit Card,No,44.09810948806073,0.0,94.43936258618335
CUST0056,Female,45.92493046036731,65.6611599579846,129.2364838957457,5273.126408564739,Bank Transfer,No,106.0867801203361,31.47173912948612,27.22300565904932
CUST0132,Female,24.49238669249095,39.33807814485769,127.8659103682616,6539.948084341614,Cash,No,5.541745981432873,36.63772511444749,185.6729965509313
CUST0180,Female,55.84913481248913,6.506278379646982,25.04702906531275,2301.413040681426,Cash,No,20.20331112245863,6.977896459259189,142.512621517156
CUST0199,Male,22.28584250344217,46.7397141602865,159.0680010280371,3470.670578948349,PayPal,Yes,66.98735785982095,15.61796706789994,113.9824603163506
CUST0128,Male,57.40039776913596,65.89654926336871,128.3891973023217,2911.27776234661,Bank Transfer,No,47.11843863981667,8.152520569218256,57.64137693512213
CUST0172,Female,19.45114975697359,57.01405779404082,91.26628975542884,4497.419935537842,PayPal,No,85.63371345872372,52.24375516572216,144.5095262956966
CUST0110,Male,19.5566102569207,53.38070256032411,150.0686824869559,3677.659149511474,Cash,No,9.200225137447923,33.2862819198802,190.4050977792397
CUST0022,Female,56.51061168443059,47.17208783566086,68.62951265406643,2261.06567002188,Bank Transfer,No,79.38638690878263,11.9202815597926,81.82717882840288
CUST0168,Male,38.40362484712523,54.18216576278448,63.44651153802627,8250.692987796876,Credit Card,No,102.201309266292,19.58544370445107,12.60790384463229
CUST0044,Male,31.48299809187649,73.03787000965289,63.2060545914858,1972.771388202352,Bank Transfer,No,30.40888059936591,4.120174277751454,115.9869942054368
CUST0075,Male,65.83067927181351,65.8566420444259,77.37026738128104,7434.181130036385,Credit Card,No,25.31654896724555,30.00484146724291,197.7828978378848
CUST0097,Female,46.02570351013082,42.32483301027232,44.6749408844282,3744.553531838494,Bank Transfer,No,33.4651855460109,33.82947487128833,130.9894503178994
CUST0102,Female,20.20483770643552,63.47729952728876,87.80215593927235,832.2041528556801,PayPal,No,57.39677370100498,4.048055447970439,123.4628585323669
CUST0032,Female,42.54569330483115,23.37401287054231,30.99882796098694,6339.081875703539,Cash,Yes,68.03040163482378,17.60159663268252,28.44448329286444
CUST0122,Male,57.98215678491777,38.96357982124407,41.55532925488478,9026.923048972325,PayPal,Yes,7.040810748272575,18.60560561257188,10.04691174578198
CUST0033,Female,51.75112115724553,27.67762893304322,119.0720501053249,3761.688395945555,Cash,Yes,72.67605121885698,43.66831858008593,136.997729791953
CUST0108,Female,36.70814686254268,15.62080346190604,127.214941402709,7111.326463789998,PayPal,No,54.78443424242024,12.45516899220658,200.5831135371924
CUST0018,Male,31.73132638768686,67.72645496065725,85.46891653454888,7568.726811419703,PayPal,Yes,44.74140057924253,30.58684610626758,61.05304020287865
CUST0098,Male,26.52418737590456,36.3158176481062,21.82983059376073,3582.642338525708,Credit Card,Yes,11.76066653741565,30.06683085208168,72.53624136660325
CUST0181,Female,24.51474493723797,4.738005165443139,112.7270686889158,6282.422462867528,Bank Transfer,No,78.60709457584161,28.49841397246617,164.8327190166382
CUST0082,Male,22.9255346692986,24.4585809932175,113.7452953525641,7333.854958660591,Credit Card,Yes,10.91356847683469,50.51228060364191,39.78333345208508
CUST0157,Male,72.12300220767825,22.13509484180924,157.2644708303686,2412.421045982319,Bank Transfer,No,55.84594246656891,10.97640464408139,190.4358051946464
CUST0020,Male,37.55256990791263,44.90776985466118,116.4184968735814,5413.669307698843,Cash,No,65.33355698219289,0.0,11.89259867755463
CUST0107,Male,38.71029110437841,45.94043574653173,23.99544714232237,6439.302702823032,Credit Card,No,4.15584041240938,41.01110446713059,177.2348778947688
CUST0136,Female,45.03389282809423,39.32164176681559,128.1508691323683,1020.691011473132,Cash,No,6.361905858039557,32.15892498258135,207.5007593001911
CUST0010,Female,38.67568175659053,61.6970597995199,83.16958118171532,6228.648500552611,Cash,No,94.92626823865044,20.65848611727493,38.84687568996659
CUST0038,Female,30.43126389122031,22.65895477335806,54.49755446189328,2144.735349701276,Cash,No,90.84449799331405,43.03882066078963,125.0624622674873
CUST0073,Male,22.4546441773316,39.73416984644143,118.0646887726603,7676.47619161178,Credit Card,Yes,24.80182906472642,21.02804889213478,146.3364542587133
CUST0084,Female,25.33571246423385,64.19235525984664,34.71160847970982,2852.814836948838,PayPal,No,90.08152076288225,46.23043430255979,75.29436406888867
CUST0072,Female,32.79931311987454,49.75693052526935,56.68756756115661,2505.772766965275,Credit Card,No,27.76242232842128,6.022876990403272,153.8918184827865
CUST0135,Female,21.50820588358786,27.4891837585785,32.61151150624357,3230.985219090464,PayPal,No,3.77563267775358,41.07946192754347,122.1878841859385
CUST0059,Female,31.43834603672559,51.36886165822742,37.6923572068937,299.9003553718179,Cash,Yes,69.07532790235997,27.42494944966937,27.87091207151867
CUST0082,Male,24.02656337090617,24.37415932959198,116.600487553307,7686.657870816934,Credit Card,Yes,11.32985990182112,52.06698215882729,38.9640839454576
CUST0069,Male,38.26207723455911,36.39630835323999,97.14018502498759,4388.049227271974,PayPal,Yes,22.98353466712838,29.19527983057079,200.6736900874049
CUST0107,Male,38.76534525383683,51.72310726719384,24.06658100985291,6851.728116677224,Credit Card,No,4.206200075636534,40.35863956745788,156.9237954156537
CUST0038,Female,28.77098257941195,21.50319937937755,64.71561079488409,2469.474077947105,Cash,No,97.39687333732118,41.9459441758283,136.007949639443
CUST0062,Male,53.15134850227992,30.22275067231401,30.44797833942925,5471.126299304634,Credit Card,Yes,66.31559278013339,41.83097698478907,167.8125522950174
CUST0190,Male,65.20851767489293,59.02307849558294,83.83623948925865,1010.592352911316,Credit Card,No,47.05400207489463,7.229424937046391,99.44410394882249
CUST0077,Male,66.79058479822817,43.57901914893323,30.31506508302151,4762.699815326986,Bank Transfer,No,50.53153911106293,37.00906325507362,104.4921292576039
CUST0067,Male,41.52673403628079,39.9895646693567,93.83762441225414,7128.605647317033,Credit Card,Yes,90.19888149024796,45.27304534177839,148.761405343134
CUST0056,Female,46.88666829184758,65.16296818823213,132.7196689697204,5445.678158009103,Bank Transfer,No,88.36850477651839,32.45229819021313,28.32816917925474
CUST0112,Male,74.22123478730555,9.563252622588962,105.561942990226,7854.661669359019,Cash,No,46.27362369437937,18.55243559459109,15.50029245329532
CUST0163,Female,21.67067227682159,40.42254755231222,58.7157097348532,1046.280336706704,Cash,Yes,42.3846326101051,14.7582036352988,181.8109921753503
CUST0006,Female,40.10610596532353,11.8098734061512,36.91427001523205,7991.698516030164,PayPal,No,70.43280421442672,9.251700457583603,24.54125127428317
CUST0131,Male,38.59632657676515,53.93548474472439,146.1939529997767,1307.527441271762,PayPal,No,8.733647879919815,3.764275800850184,174.1195644858736
CUST0050,Female,42.01401306768604,32.7662925282857,41.3915562446381,2630.528692164006,Cash,No,78.44365764436755,47.72753063801661,40.57199510522061
CUST0110,Male,21.64048814954914,55.30763605498358,142.5187503385073,3414.995453344356,Cash,No,9.18339010291422,33.78839104133888,181.7254062859464
CUST0027,Male,33.10430945306878,35.74359455290625,23.47706627310381,1386.311658681633,Bank Transfer,No,14.81568807602602,35.13086421621995,14.63565669968532
CUST0058,Female,47.06532307415397,6.800260503574767,128.5839952238871,6810.684382508088,PayPal,Yes,21.54732882150215,11.586931545286,199.3350368188687
CUST0111,Female,32.33936811741616,9.092644314827368,25.90727369309908,8361.501405814244,Credit Card,No,90.46479921398341,20.03730541956345,54.94344463290371
CUST0144,Male,60.18185778886266,29.46144109504995,88.10552227297872,8163.840279582196,Cash,No,14.79597805281292,29.47721890476235,135.4142959259439
CUST0184,Male,66.42086380847039,13.28584956684425,115.6554996001313,2658.00162843978,Bank Transfer,No,2.014959872807448,34.67327702037516,113.9555418544034
CUST0186,Male,60.6211620133722,46.60346965198904,117.0836098447912,7786.713317209418,Cash,No,91.34862037777113,2.006704598391134,185.2575441154316
CUST0149,Female,41.52446274232939,65.82446460171505,142.308045315744,7543.21043781345,Credit Card,No,18.94716974088797,29.1135519531256,191.1481647116559
CUST0155,Female,17.60762063869037,51.19503218225049,137.928486473261,4913.075968261373,Credit Card,No,16.61277259722535,30.59228240739259,21.26591186911447
CUST0157,Male,66.40146036168397,22.3734213150103,145.1340344784868,2390.783548488339,Bank Transfer,No,59.32080084862253,11.23315076755702,168.0548049767678
CUST0126,Female,33.26398128828081,22.6134685323584,128.6224516630501,3575.762205124465,Credit Card,No,1.92730248784089,41.3206114647699,165.1748271515268
CUST0143,Female,48.44977720437971,25.44666482858525,42.83052555809835,1731.582357470729,PayPal,No,50.10248096928601,31.4264582757835,47.213341270039
CUST0037,Male,64.5314829191627,24.14065452753612,27.19899360866308,10416.95013338768,Credit Card,No,87.70073892989873,29.33633089632561,164.343824245875
CUST0176,Male,28.03165054490702,48.35140649274045,98.46504909612267,8503.96613411683,PayPal,No,5.091056447260157,40.90950313934565,94.34474273271073
CUST0158,Female,56.19922146939975,69.92544753869544,138.3170662501045,8337.872934712452,Bank Transfer,Yes,32.06152183297213,14.61275180286461,81.9384346270973
CUST0036,Female,60.14326897504255,43.94889406199279,91.86415962247945,5651.511378275152,Bank Transfer,No,44.60793763416719,13.96082580474877,64.49359205247498
CUST0161,Male,28.03260555211089,43.15302070822718,55.33668215107379,1005.785474222341,Cash,No,67.24306628909353,2.85676362838542,134.1987247254551
CUST0148,Male,35.07526818367013,23.7322058761703,83.48947068343107,10026.38978921552,Bank Transfer,No,84.60101986384599,49.97744298631961,92.43572080085428
CUST0162,Female,40.07399630604965,35.81928321188729,66.67879757023643,1118.734932043671,Cash,No,82.05959530800784,25.40595887116104,98.75605986809269
CUST0043,Female,36.17069005583247,20.99368676023584,123.6258070188328,5518.152121795254,PayPal,No,0.0,47.08255269396372,31.55913842398635
CUST0087,Male,42.33068919267767,3.840775093823172,60.60031008786515,5154.538635560405,Cash,Yes,90.8967122011563,18.2453827728179,99.86331032633163
CUST0005,Female,29.75848318076531,71.49737188628833,93.22430795661872,5025.322430196411,Cash,No,62.14278788533352,0.9122948244338206,53.38731932498937
CUST0058,Female,43.93026456357585,7.327161480547695,131.0447424314793,6281.803199294333,PayPal,Yes,21.23532493621573,10.12320923087876,166.0816310207612
CUST0199,Male,22.73444353030676,39.92388874675868,148.6168752173827,3597.008661110348,PayPal,Yes,68.65330217885688,14.19349404216246,118.8756371334335
CUST0133,Male,21.15260805514973,42.83710902773898,115.7387469584009,3692.852129476138,Credit Card,Yes,47.25383831977781,20.80058261343001,128.9354311342154
CUST0062,Male,55.07232117778467,27.89410615166708,29.76465913867453,5170.330796403404,Credit Card,Yes,66.68772675815796,45.93774769014935,170.96452391504
CUST0038,Female,31.55527903135316,21.48174548813403,61.27931294010599,2438.80148489795,Cash,No,109.2346031962847,44.1411051004002,137.8254422382135
CUST0188,Female,59.03177793778193,20.1267053212076,95.03216513782714,7338.012789279357,PayPal,No,66.35577163090004,20.13268268232285,44.66844155586031
CUST0041,Female,55.4437511857988,29.2210670469158,90.67581475044297,3782.160360201367,Bank Transfer,No,74.73398450038508,31.13723716615512,189.0592881237494
CUST0031,Female,25.64530790657568,64.22576173444227,46.03224073987273,5589.834406075387,Credit Card,No,75.07451982326091,36.3695361144808,199.0850678388177
CUST0007,Male,18.41663322783579,2.007072478575292,113.0188466751007,4090.476592122969,Credit Card,No,46.41718685143695,0.0,91.93375973175748
CUST0105,Female,26.38849743470417,4.113772720716357,53.67701374767888,7152.065815930582,Cash,No,66.58556504739204,19.6001291907486,108.9406517349934
CUST0080,Female,36.00083138960026,31.02093404575527,106.0348643870975,9892.990140649834,Bank Transfer,No,9.575284475499101,42.98265177899932,125.8564653857648
CUST0005,Female,34.14179949636393,69.5905957265054,82.81430244138062,4520.510540800002,Cash,No,62.25977401652334,1.009865735062132,52.04313602050393
CUST0168,Male,36.91680358621524,49.29031100203847,64.37515731748694,8385.941423344484,Credit Card,No,92.2265814718829,20.2542577538759,11.37314325467402
CUST0010,Female,40.94588785512817,55.79994103288509,91.78972390722794,6363.260688839755,Cash,No,86.80096444257391,21.22362521348928,40.60088884439891
